	Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU
OTU1294	Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28		OTU1294
OTU1295	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26	uncultured_Chlorobiales	OTU1295
OTU1296	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26	uncultured_soil	OTU1296
OTU1297	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	BSV26		OTU1297
OTU1298	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales				OTU1298
OTU1299	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix		OTU1299
OTU1300	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix		OTU1300
OTU1301	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix		OTU1301
OTU1302	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae			OTU1302
OTU1303	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae			OTU1303
OTU1304	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Holophaga		OTU1304
OTU1305	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae			OTU1305
OTU1306	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	Geothrix		OTU1306
OTU1307	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae			OTU1307
OTU1308	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter	uncultured_Acidobacteria	OTU1308
OTU1309	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		OTU1309
OTU1310	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		OTU1310
OTU1311	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		OTU1311
OTU1312	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus_Koribacter		OTU1312
OTU1313	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1313
OTU1314	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1314
OTU1315	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella		OTU1315
OTU1316	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella		OTU1316
OTU1317	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella		OTU1317
OTU1318	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella		OTU1318
OTU1319	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella	Granulicella_aggregans	OTU1319
OTU1320	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella		OTU1320
OTU1321	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella		OTU1321
OTU1322	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella		OTU1322
OTU1323	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1323
OTU1324	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1324
OTU1325	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter	bacterium_K-5b10	OTU1325
OTU1326	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1326
OTU1327	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1327
OTU1328	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila		OTU1328
OTU1329	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1329
OTU1330	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		OTU1330
OTU1331	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		OTU1331
OTU1332	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		OTU1332
OTU1333	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		OTU1333
OTU1334	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Occallatibacter		OTU1334
OTU1335	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)			OTU1335
OTU1336	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter	metagenome	OTU1336
OTU1337	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		OTU1337
OTU1338	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		OTU1338
OTU1339	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		OTU1339
OTU1340	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter		OTU1340
OTU1341	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		OTU1341
OTU1342	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		OTU1342
OTU1343	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus_Solibacter		OTU1343
OTU1344	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae	Acidobacteriae	Paludibaculum		OTU1344
OTU1345	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriae	Acidobacteriae	Paludibaculum	uncultured_soil	OTU1345
OTU1346	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter		OTU1346
OTU1347	Bacteria	Acidobacteriota	Acidobacteriae					OTU1347
OTU1348	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Lenti-02	Lenti-02	uncultured_bacterium	OTU1348
OTU1349	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	FukuN18_freshwater_group		OTU1349
OTU1350	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaera	uncultured_bacterium	OTU1350
OTU1351	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae			OTU1351
OTU1352	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1		OTU1352
OTU1353	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1		OTU1353
OTU1354	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae			OTU1354
OTU1355	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae			OTU1355
OTU1356	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae		OTU1356
OTU1357	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae			OTU1357
OTU1358	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41		OTU1358
OTU1359	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	uncultured_bacterium	OTU1359
OTU1360	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	WCHB1-41	WCHB1-41	uncultured_bacterium	OTU1360
OTU1361	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1361
OTU1362	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium	OTU1362
OTU1363	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium	OTU1363
OTU1364	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured_bacterium	OTU1364
OTU1365	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1365
OTU1366	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1366
OTU1367	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1367
OTU1368	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome	OTU1368
OTU1369	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1369
OTU1370	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1370
OTU1371	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1371
OTU1372	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio		OTU1372
OTU1373	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	metagenome	OTU1373
OTU1374	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	uncultured_gamma	OTU1374
OTU1375	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20		OTU1375
OTU1376	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20		OTU1376
OTU1377	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20		OTU1377
OTU1378	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Geobacter_sp.	OTU1378
OTU1379	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20	Geobacter_sp.	OTU1379
OTU1380	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20		OTU1380
OTU1381	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20		OTU1381
OTU1382	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	0319-6G20	0319-6G20		OTU1382
OTU1383	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	uncultured_prokaryote	OTU1383
OTU1384	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	uncultured_delta	OTU1384
OTU1385	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax		OTU1385
OTU1386	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	uncultured_bacterium	OTU1386
OTU1387	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovorax	uncultured_bacterium	OTU1387
OTU1388	Bacteria	Myxococcota	Polyangia	mle1-27	mle1-27	mle1-27	uncultured_Polyangiaceae	OTU1388
OTU1389	Bacteria	Myxococcota	Polyangia	Polyangiales				OTU1389
OTU1390	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter		OTU1390
OTU1391	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter		OTU1391
OTU1392	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	BIrii41	metagenome	OTU1392
OTU1393	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1393
OTU1394	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1394
OTU1395	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1395
OTU1396	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1396
OTU1397	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1397
OTU1398	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1398
OTU1399	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1399
OTU1400	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1400
OTU1401	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae			OTU1401
OTU1402	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis		OTU1402
OTU1403	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium		OTU1403
OTU1404	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium		OTU1404
OTU1405	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium		OTU1405
OTU1406	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium		OTU1406
OTU1407	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium	uncultured_proteobacterium	OTU1407
OTU1408	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		OTU1408
OTU1409	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42		OTU1409
OTU1410	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42		OTU1410
OTU1411	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	uncultured_Stigmatella	OTU1411
OTU1412	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae			OTU1412
OTU1413	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	uncultured_delta	OTU1413
OTU1414	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		OTU1414
OTU1415	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter		OTU1415
OTU1416	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	uncultured	uncultured		OTU1416
OTU1417	Bacteria	Desulfobacterota	Syntrophia	Syntrophales				OTU1417
OTU1418	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella		OTU1418
OTU1419	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella		OTU1419
OTU1420	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae			OTU1420
OTU1421	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans		OTU1421
OTU1422	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans		OTU1422
OTU1423	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans		OTU1423
OTU1424	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans		OTU1424
OTU1425	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans		OTU1425
OTU1426	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae			OTU1426
OTU1427	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae			OTU1427
OTU1428	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae			OTU1428
OTU1429	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae			OTU1429
OTU1430	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae			OTU1430
OTU1431	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	uncultured_delta	OTU1431
OTU1432	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae			OTU1432
OTU1433	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae			OTU1433
OTU1434	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter		OTU1434
OTU1435	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	uncultured_bacterium	OTU1435
OTU1436	Bacteria	FCPU426	FCPU426	FCPU426	FCPU426	FCPU426	metagenome	OTU1436
OTU1437	Bacteria	Patescibacteria						OTU1437
OTU1438	Bacteria	Spirochaetota	Brevinematia	Brevinematales	Brevinemataceae	Brevinema	uncultured_bacterium	OTU1438
OTU1439	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Gaiella_sp.	OTU1439
OTU1440	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Gaiella_sp.	OTU1440
OTU1441	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	Gaiella_sp.	OTU1441
OTU1442	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Solirubrobacterales	OTU1442
OTU1443	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_Solirubrobacterales	OTU1443
OTU1444	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14		OTU1444
OTU1445	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter		OTU1445
OTU1446	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter		OTU1446
OTU1447	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter		OTU1447
OTU1448	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae			OTU1448
OTU1449	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured		OTU1449
OTU1450	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	Phytoplasma_sp.	OTU1450
OTU1451	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14	uncultured_Conexibacter	OTU1451
OTU1452	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	metagenome	OTU1452
OTU1453	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella		OTU1453
OTU1454	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured		OTU1454
OTU1455	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured		OTU1455
OTU1456	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas		OTU1456
OTU1457	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas		OTU1457
OTU1458	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas		OTU1458
OTU1459	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured		OTU1459
OTU1460	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15	SJA-15	uncultured_bacterium	OTU1460
OTU1461	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15	SJA-15		OTU1461
OTU1462	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15	SJA-15	uncultured_bacterium	OTU1462
OTU1463	Bacteria	Chloroflexi	Anaerolineae	SJA-15	SJA-15	SJA-15		OTU1463
OTU1464	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	vadinBA26	vadinBA26		OTU1464
OTU1465	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	uncultured_bacterium	OTU1465
OTU1466	Bacteria	Chloroflexi	TK10	TK10	TK10	TK10		OTU1466
OTU1467	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae			OTU1467
OTU1468	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured_bacterium	OTU1468
OTU1469	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured		OTU1469
OTU1470	Bacteria	Firmicutes	Clostridia	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group	Clostridia_vadinBB60_group		OTU1470
OTU1471	Bacteria							OTU1471
OTU1472	Bacteria	Patescibacteria						OTU1472
OTU1473	Bacteria							OTU1473
OTU1474	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	metagenome	OTU1474
OTU1475	Bacteria							OTU1475
OTU1476	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1476
OTU1477	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1477
OTU1478	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1478
OTU1479	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1479
OTU1480	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1480
OTU1481	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1481
OTU1482	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1482
OTU1483	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1483
OTU1484	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1484
OTU1485	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1485
OTU1486	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1486
OTU1487	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1487
OTU1488	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1488
OTU1489	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1489
OTU1490	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1490
OTU1491	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1491
OTU1492	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1492
OTU1493	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	uncultured_prokaryote	OTU1493
OTU1494	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1494
OTU1495	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1495
OTU1496	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	uncultured_bacterium	OTU1496
OTU1497	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1497
OTU1498	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1498
OTU1499	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales		OTU1499
OTU1500	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae		OTU1500
OTU1501	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	uncultured_bacterium	OTU1501
OTU1502	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	uncultured_bacterium	OTU1502
OTU1503	Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	uncultured_bacterium	OTU1503
OTU1504	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa		OTU1504
OTU1505	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa	uncultured_soil	OTU1505
OTU1506	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa		OTU1506
OTU1507	Bacteria	Elusimicrobiota	Lineage_IIa	Lineage_IIa	Lineage_IIa	Lineage_IIa		OTU1507
OTU1508	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV		OTU1508
OTU1509	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage_IV	Lineage_IV	Lineage_IV	uncultured_microorganism	OTU1509
OTU1510	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus		OTU1510
OTU1511	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured	uncultured_prokaryote	OTU1511
OTU1512	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	uncultured	uncultured		OTU1512
OTU1513	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	OPB41	OPB41		OTU1513
OTU1514	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia		OTU1514
OTU1515	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		OTU1515
